Escenario 1

T.Aislada		T.Total		(ms)
1499			1499
1409			1411
1508			1510
1523			1524
1522			1524
1524			1526
1524			1524
1523			1525
1520			1522
1524			1526


Escenario 2
T.Aislada		T.Total		(ms)
3662			3664
5215			5215
5838			5840
7390			7392
10172			10173
10862			10863
12178			12179
12544			12545
12809			12811
12819			12821
